Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Integrating deep learning and metaheuristics algorithms for blockchain-based reassurance data management in the detection of malicious IoT nodes,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-024-01786-9,Faeiz M. Alserhani,2024,https://link.springer.com/article/10.1007/s12083-024-01786-9,Article
"Cybersecurity in IoT-Enabled Cyber-Physical Systems: A Comprehensive Review of Threats, Defenses, and Computational Intelligence Approaches",AI for Knowledge Synthesis and Predictions,,,,10.1007/978-3-032-20121-8_25,Teevr NarainNidhi SindhwaniRashmi VashisthAman Dahiya,2026,https://link.springer.com/chapter/10.1007/978-3-032-20121-8_25,Conference paper
Smart Health Revolution: Exploring Artificial Intelligence of Internet of Medical Things,"Healthcare Industry Assessment: Analyzing Risks, Security, and Reliability",,,,10.1007/978-3-031-65434-3_9,Wasswa Shafik,2024,https://link.springer.com/chapter/10.1007/978-3-031-65434-3_9,Chapter
A DAG-enabled cryptographic framework for secure drug traceability with identity-bound authentication and anomaly detection,Scientific Reports,,,,10.1038/s41598-025-30413-7,Rajkumar S. C.Yuvasini D.Musiri Kailasanathan NallakaruppanDeepa NatesanMd Shohel SayeedParag Ravikant KaveriMalathy Sathyamoorthy,2025,https://link.springer.com/article/10.1038/s41598-025-30413-7,Article
Hybrid key management WSN protocol to enhance network performance using ML techniques for IoT application in cloud environment,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-025-01967-0,Raghini MSelvam DurairajSasikala SAppavu alias Balamurugan S,2025,https://link.springer.com/article/10.1007/s12083-025-01967-0,Article
"A Comprehensive Survey on Fog Computing: Architectures, Techniques, Challenges, and Future Directions",Archives of Computational Methods in Engineering,,,,10.1007/s11831-026-10579-7,Prachi ChaturvediShahnawaz AhmadArvind Mewada,2026,https://link.springer.com/article/10.1007/s11831-026-10579-7,Article
Beyond imbalance: advancing breast cancer diagnosis with synthetic data and ML modeling,Network Modeling Analysis in Health Informatics and Bioinformatics,,,,10.1007/s13721-025-00512-6,Mohammad Reza Abbaszadeh Bavil SoflaeiKarim SamadzaminiArash Salehpour,2025,https://link.springer.com/article/10.1007/s13721-025-00512-6,Article
Internet of Things intrusion detection systems: a comprehensive review and future directions,Cluster Computing,,,,10.1007/s10586-022-03776-z,Arash HeidariMohammad Ali Jabraeil Jamali,2022,https://link.springer.com/article/10.1007/s10586-022-03776-z,Article
Deep Learning Model and&#xa0;Fuzzy C-Means for&#xa0;Cardiac Disease Detection on&#xa0;Electrocardiogram Signal,Future Data and Security Engineering,,,,10.1007/978-981-95-4724-1_17,Quoc-Thinh TranHoang-Ha NguyenAnh-Cang Phan,2026,https://link.springer.com/chapter/10.1007/978-981-95-4724-1_17,Conference paper
Application of Generative AI in Health Care: Systematic Review,"Generative AI in Healthcare: Concepts, Methodologies, Tools, and Applications",,,,10.1007/978-981-95-2129-6_10,C. N. PereraH. M. K. K. M. B. HerathMamta Mittal,2025,https://link.springer.com/chapter/10.1007/978-981-95-2129-6_10,Chapter
An intelligent distributed data mining framework for energy-efficient WSN using a hybrid heuristic-aided cascaded residual LSTM,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-025-02075-9,Banoth SamyaBanoth AnantharamL. SwathiDr. K. SreeramamurthyM Varaprasad Rao,2025,https://link.springer.com/article/10.1007/s12083-025-02075-9,Article
Ai-enhanced blockchain smart contract framework for securing smart card healthcare data,Computing,,,,10.1007/s00607-026-01700-6,Zayneb GaouziImad BourianKhalid Chougdali,2026,https://link.springer.com/article/10.1007/s00607-026-01700-6,Article
A novel cluster of improved frilled lizard optimization and multi-ladder gated networks for the detection of cyber-attacks in computer networks,Discover Computing,,,,10.1007/s10791-025-09647-6,Vandana DharmapuriSushama Rani Dutta,2025,https://link.springer.com/article/10.1007/s10791-025-09647-6,Article
AI-Driven Secure IoT Application Development,Guide to AI for Cybersecurity,,,,10.1007/978-3-032-25874-8_1,Muthu Ramachandran,2026,https://link.springer.com/chapter/10.1007/978-3-032-25874-8_1,Chapter
Efficient Hierarchical ML-Based IoT Intrusion Detection System Leveraging PSO and&#xa0;Sequential Forward Feature Selection,Intelligence of Things: Technologies and Applications,,,,10.1007/978-3-031-75596-5_29,Van Thinh PhamKhac-Tuan NguyenChien Trinh NguyenHai-Chau Le,2024,https://link.springer.com/chapter/10.1007/978-3-031-75596-5_29,Conference paper
Evolutionary Mastery Forges the Blades of Cyber Attack and Defense,Optimizing Solutions for Real-Life Problems,,,,10.1007/978-981-96-3216-9_2,Mitchell EakinMahdi KhosravyAlyssa M. AdamsOlaf Witkowski,2025,https://link.springer.com/chapter/10.1007/978-981-96-3216-9_2,Chapter
Synergizing blockchain and AI to fortify IoT security: a comprehensive review,Artificial Intelligence Review,,,,10.1007/s10462-025-11434-0,Deepak KaushikPreeti GuliaNasib Singh GillMohammad YahyaPiyush Kumar ShuklaJ. Shreyas,2026,https://link.springer.com/article/10.1007/s10462-025-11434-0,Article
Enhancing reliability and security in cloud-based telesurgery systems leveraging swarm-evoked distributed federated learning framework to mitigate multiple attacks,Scientific Reports,,,,10.1038/s41598-025-12027-1,S. PunithaK. S. Preetha,2025,https://link.springer.com/article/10.1038/s41598-025-12027-1,Article
A systematic review of lightweight cryptographic schemes for security and privacy in IoT,Discover Computing,,,,10.1007/s10791-025-09755-3,Shaharyar Alam AnsariSalman Ali,2025,https://link.springer.com/article/10.1007/s10791-025-09755-3,Article
Designing ethically aligned agentic AI systems for cybersecurity: a conceptual framework,AI and Ethics,,,,10.1007/s43681-026-01019-0,Adabara IbrahimBashir Olaniyi SadiqAliyu Nuhu ShuaibuYale Ibrahim DanjumaVenkateswarlu ManintiMutebi Joe,2026,https://link.springer.com/article/10.1007/s43681-026-01019-0,Article
White Shark Optimizer and its Applications: A Systematic Review,Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10469-4,Mohammed A. AwadallahMalik BraikLeen AlAkhrasSofian KassaymehMohammed Azmi Al-Betar,2025,https://link.springer.com/article/10.1007/s11831-025-10469-4,Article
Designing a Decentralized Ecosystem for 6G Smart Cities,Cybersecurity and Human Capabilities Through Symbiotic Artificial Intelligence,,,,10.1007/978-3-031-82031-1_8,Osama Akram Amin Metwally HussienAnil KayaSalma TajbelHamid Jahankhani,2025,https://link.springer.com/chapter/10.1007/978-3-031-82031-1_8,Conference paper
Intrusion detection and prevention systems in industrial IoT network,Sādhanā,,,,10.1007/s12046-024-02567-z,Sangeeta SharmaAshish KumarNavdeep Singh RathoreShivanshu Sharma,2024,https://link.springer.com/article/10.1007/s12046-024-02567-z,Article
ESHA-256_GBGO: a high-performance and optimized security framework for internet of medical thing,Scientific Reports,,,,10.1038/s41598-025-94345-y,G. MuruganM. Chinnadurai,2025,https://link.springer.com/article/10.1038/s41598-025-94345-y,Article
"A Comprehensive Review of the Tunicate Swarm Algorithm: Variations, Applications, and Results",Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10228-5,Rong ZhengAbdelazim G. HussienAnas BouaoudaRui ZhongGang Hu,2025,https://link.springer.com/article/10.1007/s11831-025-10228-5,Article
Artificial intelligence for system security assurance: A systematic literature review,International Journal of Information Security,,,,10.1007/s10207-024-00959-0,Shao-Fang WenAnkur ShuklaBasel Katt,2024,https://link.springer.com/article/10.1007/s10207-024-00959-0,Article
Design of a multi-layered privacy-preserving architecture for secure medical data exchange in cloud environments,Scientific Reports,,,,10.1038/s41598-026-40122-4,S. MuthuvelS. PriyaK. Sampath Kumar,2026,https://link.springer.com/article/10.1038/s41598-026-40122-4,Article
Performance prediction for IoT and WSN-based smart city applications using cell attention-based self-guided deep clustering network and an improved emperor penguin optimizer,International Journal of Information Technology,,,,10.1007/s41870-025-03006-w,Sudheer NidamanuriP. RajuBalasubbareddy MallalaJ Rajasekhar,2026,https://link.springer.com/article/10.1007/s41870-025-03006-w,Article
A Multi-objective Optimized Fog-Coordinated Federated Edge AI Framework for IoT Analytics,SN Computer Science,,,,10.1007/s42979-026-05078-2,T. AnuradhaM. IndumathiV. RameshMithila AyyavooS. SritharN. Suba Rani,2026,https://link.springer.com/article/10.1007/s42979-026-05078-2,Article
Editorial,International Journal of Information Technology,,,,10.1007/s41870-024-02247-5,M. N. Hoda,2024,https://link.springer.com/article/10.1007/s41870-024-02247-5,Article
RETRACTED ARTICLE: Quantum optics and channel coding in imaging: advancements through deep learning,Optical and Quantum Electronics,,,,10.1007/s11082-024-06338-2,Liang ChenYue XuHong WenZhiwei ChenWenjing Hou,2024,https://link.springer.com/article/10.1007/s11082-024-06338-2,Article
A Federated Learning and GAN-Based Stealthy Malware Detection Scheme for IIoT Security,Information Systems Frontiers,,,,10.1007/s10796-025-10659-2,Mikail Mohammed SalimByung Hyun JoSushil Kumar SinghJong Hyuk Park,2025,https://link.springer.com/article/10.1007/s10796-025-10659-2,Article
A new design of intrusion detection in IoT sector using optimal feature selection and high ranking-based ensemble learning model,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-022-01336-1,B. GopalakrishnanP. Purusothaman,2022,https://link.springer.com/article/10.1007/s12083-022-01336-1,Article
An Intrusion Detection System Using Machine Learning to Secure the Internet of Drones,Proceedings of International Conference on Computational Intelligence,,,,10.1007/978-981-97-3526-6_6,Md. AfrozEmmanuel NyakwendeBirendra Goswami,2024,https://link.springer.com/chapter/10.1007/978-981-97-3526-6_6,Conference paper
A Privacy-Preserving Blockchain Learning Model for Reliable Industrial Internet of Things Data Transmission,SN Computer Science,,,,10.1007/s42979-025-04082-2,Abdulrahman Mathkar Alotaibi,2025,https://link.springer.com/article/10.1007/s42979-025-04082-2,Article
Intrusion Detection Method Based on Stacked Sparse Autoencoder and Sliced GRU for Connected Healthcare Systems,Arabian Journal for Science and Engineering,,,,10.1007/s13369-022-07079-8,Zhaoyang GuLiangliang WangJinguo LiMi WenYuping Liu,2022,https://link.springer.com/article/10.1007/s13369-022-07079-8,Article
AI-enabled cybersecurity framework for future 5G wireless infrastructures,Scientific Reports,,,,10.1038/s41598-026-37444-8,Asad AlamAsif UmerInsaf UllahAhmed Alsayat,2026,https://link.springer.com/article/10.1038/s41598-026-37444-8,Article
Lightweight deep learning-driven secure communication architecture for Internet of Things enabled government applications,Discover Computing,,,,10.1007/s10791-026-10002-6,Shahnwaz AfzalMohammad Ubaidullah BokhariShadab AlamIrfanullah KhanMohammed ShuaibMehran Ullah,2026,https://link.springer.com/article/10.1007/s10791-026-10002-6,Article
Integration of artificial intelligence with information security: a systematic literature review,Knowledge and Information Systems,,,,10.1007/s10115-025-02613-0,Lokesh NegiPrakash Rao RagiriShobha BhattGeetanjali GargKirti SharmaNidhi Bhatt,2026,https://link.springer.com/article/10.1007/s10115-025-02613-0,Article
"Cybersecurity for 5G-Enabled IoT Ecosystems: Introduction, Challenges, and Solutions","Transformative Cloud Computing, IoT and Extended Reality",,,,10.1007/978-3-032-03554-7_1,M. J. C. S. ReisNishu GuptaPrakash PareekJukka Mäkelä,2026,https://link.springer.com/chapter/10.1007/978-3-032-03554-7_1,Chapter
A systematic mapping review of privacy and security mechanisms in IoT enabled telehealth systems,Discover Internet of Things,,,,10.1007/s43926-026-00290-1,Marzieh NezamdoustMousa AlizadehAzam SeilsepourAbbas Asosheh,2026,https://link.springer.com/article/10.1007/s43926-026-00290-1,Article
Intrusion Detection using Federated Attention Neural Network for Edge Enabled Internet of Things,Journal of Grid Computing,,,,10.1007/s10723-023-09725-3,Xiedong SongQinmin Ma,2024,https://link.springer.com/article/10.1007/s10723-023-09725-3,Article
Enhancing IoMT security: an advanced FAHP-based security scoring system for medical devices evaluation,The Journal of Supercomputing,,,,10.1007/s11227-025-07876-6,Faouzi JaidiSondes Ksibi,2025,https://link.springer.com/article/10.1007/s11227-025-07876-6,Article
A holistic framework for strengthening security of healthcare data through encryption utilizing blockchain technology,Scientific Reports,,,,10.1038/s41598-025-31698-4,Pokuri VenkataradhakrishnamurtyK. Malathi,2025,https://link.springer.com/article/10.1038/s41598-025-31698-4,Article
Network Anomaly Detection Using Graph Embedding,ICT Analysis and Applications,,,,10.1007/978-3-032-06703-6_41,Sarvesh ShindeTarun KurakulaVenugopal MuruganTanmay PatilAparna Bannore,2026,https://link.springer.com/chapter/10.1007/978-3-032-06703-6_41,Conference paper
A lightweight IoT device identification using enhanced behavioral-based features,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-024-01891-9,Mahdi RabbaniJinkun GuiZeming ZhouFatemeh NejatiMansur MiraniGunjan PiyaIgor OpushnyevRongxing LuAli Ghorbani,2024,https://link.springer.com/article/10.1007/s12083-024-01891-9,Article
"Advanced AI and Digital Twin Solutions: WOA, BERT, ST-GCN, and PSO-Enhanced IoT Cybersecurity and Transformation",Computational Tools for Sustainable Industrial Transformation,,,,10.1007/978-981-95-0500-5_1,Poovendran AlagarsundaramSurendar Rama SitaramanKalyan GattupalliVenkata Surya Bhavana Harish GollavilliHarikumar NagarajanHaris M. Khalid,2025,https://link.springer.com/chapter/10.1007/978-981-95-0500-5_1,Chapter
Securing IoMT-based healthcare systems with meta-heuristic quantum cryptography and honeybee optimization,The Journal of Supercomputing,,,,10.1007/s11227-025-08010-2,Mohamed A. G. HazberAbdulrahman AlbarrakMohammed AltamimiAnandhavalli MuniasamyAsharul IslamMohammed Altaf AhmedKhaled M. AlalayahShahid HussainReyazur Rashid Irshad,2025,https://link.springer.com/article/10.1007/s11227-025-08010-2,Article
Review of generative AI for synthetic data generation: a healthcare perspective,Artificial Intelligence Review,,,,10.1007/s10462-025-11440-2,Hafiz Muhammad WaseemSaif Ul IslamNikolaos MatragkasGregory EpiphaniouTheodoros N. ArvanitisCarsten Maple,2025,https://link.springer.com/article/10.1007/s10462-025-11440-2,Article
A systematic review on privacy preservation in federated learning,International Journal of Information Security,,,,10.1007/s10207-026-01229-x,Anika Saba Ibte SumZinniya Taffannum PriteeAnik Kumar SahaMirza Asif MahmudKamruddin Nur,2026,https://link.springer.com/article/10.1007/s10207-026-01229-x,Article
Artificial Intelligence-Enabled 6G Mobile Systems,Intelligent Technologies for Healthcare Business Applications,,,,10.1007/978-3-031-58527-2_3,Ahrar Bin AslamFaiza IqbalUnzela TalpurZafi Sherhan SyedFaisal Karim Shaikh,2024,https://link.springer.com/chapter/10.1007/978-3-031-58527-2_3,Chapter
